policy_id,location_zone,loc_off,roof_age,mat_r,home_age,cnst_r,prior_water_claim,months_since_water,rec_f,coverage_a,rcv_ratio,rcv_os,prior_claims_5yr,ins_lapses,pool_r,trampoline,biz_r,sprnk_v,monitored_alarm,gated_community,wood_stove,recent_reno,pet_ownership,building_code_comply,fire_hydrant_dist,iso_class,crime_idx,wildfire_score,wildfire_zone,canopy_pct,flood_zone,flood_depth_in,slope_deg,hail_zone,burn_history,fnd_r,ix_roof_wildfire,ix_water_canopy,ix_rcv_crime,ix_flood_foundation,ix_slope_burn,ix_roof_hail,eta_t1,eta_glm,delta_gam,eta_final,final_risk_score,expected_loss,decision
HO-2027960,NY-NE,-0.03,21,3,44,3,0,999,0,234461,1.201,1,0,0,1,0,0,-1,1,1,1,0,0,0,4.52,3,50.2,26.0,0,32.3,0,0.0,8.73,0,0,0,0,0,0,0,0,0,9.5616,9.5002,0.0288,9.5282,41.42,2349.0,Standard
HO-2027961,CO-Mixed,0.07,8,2,16,3,0,999,0,254098,0.989,0,0,0,0,0,1,0,0,1,0,1,0,1,17.54,9,16.6,66.3,1,34.4,0,0.0,20.72,1,0,0,0,0,0,0,0,0,8.8308,9.0051,0.0458,9.0799,33.51,1860.0,Standard
HO-2027962,CA-Wildfire,0.22,23,3,51,2,1,3,3,338686,1.002,0,0,0,0,0,0,0,0,1,1,0,0,0,13.27,7,26.6,69.6,1,51.6,1,7.06,31.89,0,1,1,1,0,0,0,1,0,10.276,10.4551,0.3183,10.764,63.21,4471.0,Rated
HO-2027963,NY-NE,-0.03,32,1,46,2,0,999,0,409861,1.19,1,0,0,0,0,1,-1,1,0,0,0,1,0,2.33,2,61.0,18.2,0,8.4,0,0.0,9.67,0,0,0,0,0,1,0,0,0,9.7374,9.7264,0.1349,9.912,48.18,2869.0,Standard
HO-2027964,CA-Wildfire,0.22,16,3,43,2,1,21,2,348782,0.727,0,0,0,0,0,0,-1,0,0,0,0,1,0,17.43,9,29.5,59.2,1,48.1,0,0.0,40.04,0,0,1,0,0,0,0,0,0,9.8311,10.0591,0.0608,10.1125,51.72,3185.0,Standard
HO-2027965,WA-NW,-0.07,7,0,32,3,0,999,0,422385,1.0,0,0,0,1,0,0,-1,0,0,0,1,1,0,12.25,7,29.4,44.7,0,76.7,0,0.0,13.73,0,0,0,0,0,0,0,0,0,8.756,8.924,0.0355,8.9994,32.09,1784.0,Standard
HO-2027966,FL-Flood,0.28,17,3,31,3,1,21,2,474538,0.787,0,0,1,0,0,0,0,0,0,0,0,0,0,2.14,2,53.8,26.9,0,14.6,0,0.0,9.38,1,0,0,0,0,0,0,0,0,9.8202,10.0129,0.0285,10.0621,50.83,3102.0,Standard
HO-2027967,CA-Wildfire,0.22,0,3,5,1,0,999,0,456004,1.016,0,0,0,1,0,0,0,0,0,0,1,0,1,8.79,5,20.4,68.3,1,22.3,0,0.0,29.47,0,0,0,0,0,0,0,0,0,8.5933,8.6881,0.054,8.7523,27.73,1568.0,Preferred
HO-2027968,NY-NE,-0.03,21,3,41,3,0,999,0,430974,0.961,0,0,0,2,0,0,-2,1,0,0,0,0,0,4.97,3,46.0,15.7,0,41.9,0,0.0,3.78,0,0,0,0,0,0,0,0,0,9.4313,9.385,0.0192,9.3902,38.98,2186.0,Standard
HO-2027969,CO-Mixed,0.07,22,3,41,3,1,32,1,419996,1.104,0,0,0,1,0,1,0,0,0,0,1,0,0,4.72,3,21.1,33.1,0,22.1,0,0.0,17.58,1,0,0,0,0,0,0,0,1,9.7159,9.8843,0.1059,10.0038,49.8,3009.0,Standard
HO-2027970,MN-North,-0.22,33,3,53,3,1,22,2,420486,1.085,0,0,1,1,0,0,-2,1,0,0,0,0,0,7.64,4,48.2,30.2,0,14.4,0,0.0,3.3,0,0,2,0,0,0,0,0,0,10.0215,10.1022,0.0303,10.1704,52.74,3282.0,Standard
HO-2027971,IL-Midwest,-0.14,16,3,40,1,0,999,0,359453,0.98,0,1,0,0,0,2,0,0,0,1,0,0,0,0.78,1,57.7,6.0,0,40.4,0,0.0,9.55,1,0,0,0,0,0,0,0,0,9.0846,9.5468,0.0279,9.5899,42.5,2426.0,Standard
HO-2027972,FL-Flood,0.28,21,2,48,3,0,999,0,287623,0.885,0,0,2,1,0,2,-1,0,0,1,0,0,0,6.73,4,22.4,7.4,0,23.3,1,3.96,2.91,0,0,0,0,0,0,0,0,0,9.7739,10.3514,0.0281,10.3676,56.22,3637.0,Standard
HO-2027973,AZ-Desert,-0.11,10,3,12,3,0,999,0,366956,1.031,0,0,0,0,0,0,-2,1,0,0,0,0,1,12.81,7,9.3,30.8,0,27.5,0,0.0,7.6,0,0,0,0,0,0,0,0,0,8.7076,8.6029,0.0259,8.5536,24.23,1414.0,Preferred
HO-2027974,FL-Flood,0.28,14,2,43,3,0,999,0,471441,1.203,1,0,0,0,0,0,-2,0,0,0,0,1,0,7.97,4,20.1,18.5,0,32.1,1,2.47,9.08,0,0,0,0,0,0,0,0,0,9.6206,9.6403,0.0362,9.82,46.56,2735.0,Standard
HO-2027975,GA-SE,-0.18,4,1,5,3,0,999,0,470647,0.883,0,0,0,1,0,1,0,0,0,0,0,0,1,5.02,3,60.0,16.5,0,60.3,0,0.0,7.29,1,0,0,0,0,0,0,0,0,8.2889,8.4598,0.0246,8.4802,22.93,1361.0,Preferred
HO-2027976,CO-Mixed,0.07,16,1,42,1,0,999,0,451101,0.81,0,0,0,0,0,0,-1,0,0,0,0,0,0,10.52,6,55.7,41.8,0,29.6,0,0.0,40.23,1,1,0,0,0,0,0,1,0,9.2156,9.3262,0.1341,9.4862,40.67,2298.0,Standard
HO-2027977,IL-Midwest,-0.14,15,3,33,1,0,999,0,313471,0.762,0,0,0,0,0,0,0,0,0,0,0,1,0,6.52,4,34.5,21.8,0,29.6,0,0.0,9.74,1,0,0,0,0,0,0,0,0,8.9697,9.1063,0.0286,9.1329,34.44,1912.0,Standard
HO-2027978,CA-Wildfire,0.22,20,2,39,0,0,999,0,349695,0.805,0,0,1,1,0,0,-2,0,0,0,0,0,0,9.24,5,29.4,95.8,1,21.8,0,0.0,28.49,0,1,0,0,0,0,0,1,0,9.4425,9.6497,0.1341,9.7378,45.11,2620.0,Standard
HO-2027979,CO-Mixed,0.07,12,3,24,3,0,999,0,350229,1.019,0,0,0,1,0,2,0,0,0,0,1,0,0,11.15,6,33.7,58.7,1,48.8,0,0.0,14.33,0,0,0,0,0,0,0,0,0,9.0853,9.4305,0.0379,9.4828,40.61,2294.0,Standard
HO-2027980,GA-SE,-0.18,18,1,32,3,1,34,1,295011,0.823,0,1,1,0,1,0,0,1,0,0,1,0,0,6.74,4,58.4,21.3,0,39.1,0,0.0,4.21,0,0,0,0,0,0,0,0,0,9.1448,9.6478,0.0193,9.5941,42.58,2431.0,Standard
HO-2027981,WA-NW,-0.07,14,1,26,3,1,22,2,505152,0.968,0,0,1,2,0,1,0,1,0,0,0,0,0,14.5,8,36.5,43.6,0,58.4,1,2.36,31.33,0,0,0,0,0,0,0,0,0,9.2324,9.6708,0.061,9.6965,44.38,2564.0,Standard
HO-2027982,TX-Hail,0.13,15,3,32,3,1,16,2,122316,1.085,0,0,1,1,0,0,0,1,0,0,0,0,0,6.12,4,25.1,23.4,0,15.8,0,0.0,12.93,1,0,0,0,0,0,0,0,0,9.6335,9.8152,0.033,9.8819,47.65,2824.0,Standard
HO-2027983,TX-Hail,0.13,18,3,34,1,0,999,0,663081,0.722,0,0,0,0,0,0,0,0,0,0,1,1,0,2.63,2,26.7,8.2,0,26.4,1,0.51,5.11,1,0,1,0,0,0,0,0,0,9.332,9.3702,0.0237,9.4076,39.29,2206.0,Standard
HO-2027984,WA-NW,-0.07,18,3,18,0,0,999,0,670343,1.158,1,1,0,1,0,1,0,0,1,0,0,0,1,3.07,2,18.6,40.0,0,51.4,0,0.0,26.13,0,0,2,0,0,0,0,0,0,8.9928,9.2716,0.0481,9.3343,37.99,2123.0,Standard
HO-2027985,MN-North,-0.22,24,3,38,3,1,17,2,387001,1.22,1,0,0,2,0,1,0,1,0,0,0,1,0,0.95,1,37.3,20.5,0,23.7,0,0.0,7.22,0,0,0,0,0,0,0,0,0,9.691,9.8183,0.0279,9.87,47.44,2807.0,Standard
HO-2027986,CA-Wildfire,0.22,16,2,39,3,0,999,0,436728,1.281,1,0,1,0,0,1,0,0,0,0,0,1,0,7.45,4,27.3,67.4,1,22.8,0,0.0,11.89,0,1,0,0,0,0,0,0,0,9.5681,9.9318,0.0361,9.9696,49.2,2956.0,Standard
HO-2027987,CO-Mixed,0.07,14,2,17,3,0,999,0,498882,1.226,1,0,1,0,0,0,0,1,0,0,1,1,1,3.27,2,5.3,42.0,0,31.9,0,0.0,23.5,1,0,0,0,0,0,0,0,0,9.0991,9.112,0.0456,9.1762,35.21,1956.0,Standard
HO-2027988,FL-Flood,0.28,16,3,43,1,1,6,3,273888,1.358,1,1,0,1,0,1,0,0,0,1,0,0,0,4.72,3,57.6,25.8,0,16.5,1,2.54,7.88,0,0,0,0,0,1,0,0,0,10.1024,10.5965,0.1299,10.6913,61.93,4305.0,Rated
HO-2027989,GA-SE,-0.18,11,2,12,2,0,999,0,459464,1.052,0,1,0,0,0,1,0,0,0,1,0,1,1,1.01,1,40.8,20.7,0,39.8,0,0.0,2.37,0,0,1,0,0,0,0,0,0,8.5699,8.9233,0.0143,8.9142,30.59,1706.0,Standard
HO-2027990,CA-Wildfire,0.22,14,0,39,0,1,11,3,564668,1.133,0,1,1,0,0,2,0,1,1,0,0,1,0,16.94,9,38.1,86.3,1,33.1,0,0.0,19.4,0,0,0,0,0,0,0,0,0,9.6514,10.2805,0.0478,10.3328,55.61,3572.0,Standard
HO-2027991,TX-Hail,0.13,36,2,54,2,0,999,0,127619,0.985,0,0,0,1,0,0,-2,0,0,1,0,0,0,2.64,2,13.1,16.1,0,38.2,0,0.0,12.29,1,0,0,0,0,0,0,0,1,10.0577,10.0707,0.1145,10.1073,51.63,3176.0,Standard
HO-2027992,WA-NW,-0.07,9,3,16,1,0,999,0,178305,1.113,0,1,0,0,0,0,0,0,0,0,1,0,1,15.98,8,21.1,30.0,0,61.6,0,0.0,12.15,0,0,0,0,0,0,0,0,0,8.68,9.0515,0.0324,9.0516,33.01,1833.0,Standard
HO-2027993,CA-Wildfire,0.22,15,2,36,3,0,999,0,485027,1.039,0,0,1,1,0,1,-1,1,0,0,0,1,0,5.74,3,20.5,72.7,1,45.3,0,0.0,27.62,1,1,0,0,0,0,0,1,0,9.4107,9.6232,0.1281,9.6378,43.35,2487.0,Standard
HO-2027994,IL-Midwest,-0.14,14,3,29,0,0,999,0,342188,0.787,0,1,0,0,0,1,0,0,1,0,0,1,0,1.66,1,54.1,7.0,0,34.5,1,5.56,11.28,0,0,1,0,0,0,0,0,0,8.8502,9.1524,0.0435,9.2593,36.67,2042.0,Standard
HO-2027995,CO-Mixed,0.07,15,1,22,2,0,999,0,325872,0.809,0,0,0,0,0,0,-2,1,0,0,0,0,1,6.16,4,31.5,34.7,0,46.6,0,0.0,21.43,0,0,0,0,0,0,0,0,0,8.9936,8.8012,0.043,8.9297,30.86,1720.0,Standard
HO-2027996,FL-Flood,0.28,15,3,24,2,0,999,0,334196,1.273,1,1,1,2,0,0,0,0,1,0,1,0,0,7.19,4,31.6,7.3,0,22.0,1,10.7,6.49,0,0,0,0,0,0,0,0,0,9.4259,9.901,0.0402,9.9531,48.91,2931.0,Standard
HO-2027997,CO-Mixed,0.07,20,3,35,3,0,999,0,222223,1.042,0,0,1,2,1,0,0,0,1,0,0,0,0,5.61,3,19.7,53.4,0,13.1,0,0.0,26.47,1,0,0,0,0,0,0,0,0,9.4338,9.8583,0.0504,9.8227,46.61,2738.0,Standard
HO-2027998,IL-Midwest,-0.14,2,2,6,3,0,999,0,322572,1.219,1,0,0,1,0,0,0,1,0,0,0,0,1,2.22,2,43.6,1.8,0,8.1,0,0.0,2.77,0,0,0,0,0,0,0,0,0,8.4329,8.3696,0.015,8.2657,19.15,1217.0,Preferred
HO-2027999,TX-Hail,0.13,27,3,45,3,1,14,2,195150,0.941,0,0,0,0,0,0,0,0,0,0,0,1,0,7.91,4,37.8,22.6,0,27.3,1,0.7,3.31,1,0,0,0,0,0,0,0,1,10.1109,10.2669,0.0914,10.3607,56.1,3624.0,Standard
HO-2028000,NY-NE,-0.03,23,2,28,3,0,999,0,563221,0.895,0,0,1,0,1,1,-2,1,1,0,0,0,0,4.01,3,60.7,15.4,0,7.4,0,0.0,11.8,0,0,0,0,0,0,0,0,0,9.2781,9.4322,0.0337,9.3893,38.96,2185.0,Standard
HO-2028001,WA-NW,-0.07,6,3,15,0,0,999,0,398656,1.008,0,0,0,0,0,0,0,1,0,0,0,0,1,17.46,9,38.3,43.8,0,69.6,0,0.0,10.62,0,0,0,0,0,0,0,0,0,8.5401,8.6442,0.0314,8.7229,27.21,1544.0,Preferred
HO-2028002,WA-NW,-0.07,0,2,23,1,0,999,0,394917,1.13,0,1,0,2,0,1,0,0,0,0,0,0,1,12.69,7,8.6,54.2,0,56.4,0,0.0,25.35,0,0,0,0,0,0,0,0,0,8.4713,9.0117,0.0485,9.1211,34.23,1900.0,Standard
HO-2028003,TX-Hail,0.13,9,3,38,1,1,12,2,473330,1.215,1,1,1,2,0,0,0,1,0,1,0,0,0,2.51,2,30.0,22.8,0,22.5,1,14.02,13.19,1,0,0,0,0,0,0,0,0,9.5459,10.0008,0.0522,10.0629,50.84,3103.0,Standard
HO-2028004,TX-Hail,0.13,15,3,19,1,0,999,0,770629,1.046,0,0,0,0,0,0,0,0,0,1,0,0,1,6.42,4,41.5,9.5,0,10.5,0,0.0,4.51,1,0,2,0,0,0,0,0,0,9.0768,9.1799,0.0192,9.2034,35.69,1984.0,Standard
HO-2028005,FL-Flood,0.28,41,2,61,2,1,29,1,232651,1.112,0,0,1,0,0,0,-1,1,0,0,0,1,0,6.43,4,37.0,22.6,0,41.2,0,0.0,11.02,0,0,0,0,0,0,0,0,0,10.584,10.6854,0.0575,10.6982,62.05,4321.0,Rated
HO-2028006,CO-Mixed,0.07,22,3,40,3,0,999,0,122089,1.0,0,0,1,1,0,1,0,1,0,0,0,1,0,8.13,5,22.3,49.1,0,6.0,0,0.0,31.08,1,0,0,0,0,0,0,0,1,9.547,9.8629,0.1198,9.9614,49.05,2944.0,Standard
HO-2028007,CO-Mixed,0.07,1,3,19,3,0,999,0,375703,1.224,1,0,0,0,0,1,0,0,1,0,0,0,1,4.26,3,27.8,54.4,0,12.8,0,0.0,12.45,1,0,0,0,0,0,0,0,0,8.822,8.8463,0.035,8.785,28.31,1595.0,Preferred
HO-2028008,AZ-Desert,-0.11,11,2,23,0,0,999,0,124258,1.226,1,0,0,0,0,0,0,0,0,0,0,0,1,16.19,9,25.9,50.4,0,16.7,0,0.0,5.24,0,0,1,0,0,0,0,0,0,8.7751,8.9675,0.0234,9.027,32.57,1809.0,Standard
HO-2028009,CA-Wildfire,0.22,17,2,44,3,1,32,1,332587,0.91,0,0,0,0,0,0,-2,1,0,0,1,1,0,14.48,8,43.9,66.3,1,56.5,0,0.0,17.66,1,0,0,0,0,0,0,0,0,9.7134,9.6926,0.0428,9.7543,45.4,2643.0,Standard
HO-2028010,CA-Wildfire,0.22,20,3,34,2,0,999,0,502428,1.074,0,0,0,0,0,0,-1,0,0,1,0,0,0,14.14,8,22.7,93.2,1,52.6,0,0.0,8.56,0,0,0,0,0,0,0,0,0,9.5273,9.7266,0.0369,9.7492,45.31,2636.0,Standard
HO-2028011,CO-Mixed,0.07,6,2,13,2,0,999,0,593918,0.881,0,1,0,0,0,0,0,0,0,0,0,1,1,15.5,8,7.3,53.9,0,24.6,0,0.0,44.51,1,0,0,0,0,0,0,0,0,8.6939,9.1196,0.0632,9.1772,35.22,1957.0,Standard
HO-2028012,AZ-Desert,-0.11,16,3,26,2,0,999,0,160793,1.134,0,0,0,0,0,0,0,1,1,0,0,1,0,10.98,6,24.2,40.0,0,43.2,0,0.0,4.56,0,0,0,0,0,0,0,0,0,8.9944,9.0094,0.021,8.9942,32.0,1779.0,Standard
HO-2028013,TX-Hail,0.13,11,3,11,0,0,999,0,247941,0.965,0,0,0,0,0,2,0,0,0,0,1,0,1,1.01,1,29.1,27.2,0,28.1,0,0.0,9.73,1,1,1,0,0,0,0,0,0,8.8264,8.9142,0.0289,8.9255,30.78,1716.0,Standard
HO-2028014,NY-NE,-0.03,8,3,11,3,1,22,2,430884,0.908,0,0,0,0,0,0,0,0,0,0,0,1,1,7.06,4,65.1,0.0,0,23.2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,9.0294,9.1302,0.0,9.0732,33.39,1853.0,Standard
HO-2028015,FL-Flood,0.28,20,3,44,1,0,999,0,485554,0.734,0,0,1,0,0,0,0,0,0,0,0,1,0,7.96,4,40.6,7.1,0,33.3,1,26.84,0.37,0,0,0,0,0,0,0,0,0,9.6562,9.9539,0.0298,9.9463,48.79,2921.0,Standard
HO-2028016,GA-SE,-0.18,24,0,45,2,0,999,0,493512,1.172,1,1,0,1,0,0,0,1,1,0,0,0,0,3.89,2,55.2,11.7,0,57.0,0,0.0,13.97,0,0,2,0,0,1,0,0,0,9.3091,9.48,0.132,9.6506,43.57,2504.0,Standard
HO-2028017,GA-SE,-0.18,25,3,46,0,0,999,0,586516,1.047,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65,4,70.7,1.3,0,66.0,0,0.0,4.33,0,0,0,0,0,0,0,0,0,9.3158,9.4405,0.0227,9.5097,41.09,2327.0,Standard
HO-2028018,FL-Flood,0.28,23,1,52,0,0,999,0,482003,1.055,0,0,0,2,0,2,0,1,1,0,1,0,0,1.75,1,17.3,19.3,0,12.2,0,0.0,2.98,0,0,0,0,0,0,0,0,0,9.694,9.7637,0.0185,9.7574,45.46,2647.0,Standard
HO-2028019,TX-Hail,0.13,13,1,38,3,0,999,0,363217,1.136,0,0,0,0,0,1,0,0,0,0,1,0,0,7.46,4,32.5,12.7,0,34.2,0,0.0,11.53,0,0,2,0,0,0,0,0,0,9.2425,9.4025,0.0307,9.4045,39.23,2203.0,Standard
HO-2028020,CO-Mixed,0.07,24,0,50,3,1,30,1,528677,0.913,0,1,0,0,0,0,0,0,0,1,0,1,0,14.31,8,20.8,31.6,0,24.7,0,0.0,42.31,0,0,0,0,0,0,0,0,0,9.7244,10.2432,0.0629,10.2839,54.74,3482.0,Standard
HO-2028021,FL-Flood,0.28,20,3,46,1,0,999,0,389773,0.891,0,1,0,0,0,0,0,0,1,1,0,1,0,7.92,4,39.9,34.6,0,31.5,0,0.0,4.0,0,0,0,0,0,0,0,0,0,9.683,10.0409,0.0203,10.1428,52.25,3235.0,Standard
HO-2028022,AZ-Desert,-0.11,19,1,31,3,0,999,0,418460,1.097,0,1,0,0,0,1,0,1,1,0,0,0,0,17.44,9,22.9,51.8,0,8.9,0,0.0,4.39,0,0,0,0,0,0,0,0,0,9.0797,9.4634,0.0224,9.5438,41.69,2368.0,Standard
HO-2028023,GA-SE,-0.18,12,0,18,3,0,999,0,310808,1.182,1,1,0,0,1,2,0,0,0,0,0,0,1,4.49,3,72.6,17.9,0,44.4,0,0.0,2.01,0,0,0,0,0,1,0,0,0,8.7063,9.2913,0.1081,9.4438,39.93,2248.0,Standard
HO-2028024,AZ-Desert,-0.11,13,3,39,2,1,35,1,401945,1.094,0,1,0,0,0,0,0,0,0,1,0,1,0,15.25,8,6.6,44.9,0,38.9,0,0.0,4.14,0,0,0,0,0,0,0,0,0,9.2237,9.7489,0.0205,9.8248,46.64,2741.0,Standard
HO-2028025,GA-SE,-0.18,18,3,24,2,0,999,0,151852,1.244,1,1,0,1,0,0,0,0,0,0,0,1,0,5.82,3,49.8,29.9,0,50.0,0,0.0,6.96,0,0,0,0,0,0,0,0,0,9.0464,9.4537,0.0251,9.4905,40.75,2303.0,Standard
HO-2028026,CO-Mixed,0.07,39,3,44,2,0,999,0,524862,1.099,0,0,0,1,0,1,0,0,0,0,0,0,0,16.57,9,12.5,62.2,1,39.9,0,0.0,12.54,0,1,0,1,0,0,0,0,0,10.0108,10.3878,0.2292,10.6715,61.58,4261.0,Rated
HO-2028027,TX-Hail,0.13,20,2,44,1,0,999,0,238722,1.091,0,0,0,2,0,0,-1,1,0,0,0,0,0,7.14,4,41.9,7.6,0,21.3,0,0.0,3.19,1,0,2,0,0,0,0,0,0,9.4626,9.5113,0.0171,9.5486,41.77,2374.0,Standard
HO-2028028,AZ-Desert,-0.11,12,2,19,1,0,999,0,255671,1.135,0,0,0,0,0,0,0,1,0,0,0,1,1,4.78,3,21.3,38.7,0,31.6,0,0.0,0.0,0,0,0,0,0,0,0,0,0,8.7074,8.6478,0.0016,8.595,24.96,1445.0,Preferred
HO-2028029,CO-Mixed,0.07,10,3,21,1,0,999,0,120000,0.988,0,0,0,0,0,0,0,0,0,0,0,0,1,14.05,8,25.9,28.6,0,40.9,0,0.0,36.45,1,0,0,0,0,0,0,0,0,8.9048,9.0662,0.0552,9.1572,34.87,1936.0,Standard
HO-2028030,AZ-Desert,-0.11,13,1,36,0,0,999,0,264849,0.846,0,0,1,0,0,1,0,1,0,1,0,0,0,9.95,5,36.1,47.9,0,29.6,0,0.0,2.77,0,0,1,0,0,0,0,0,0,8.8382,9.1513,0.0175,9.1792,35.26,1959.0,Standard
HO-2028031,FL-Flood,0.28,37,3,54,3,0,999,0,245821,1.023,0,2,0,0,0,0,0,0,0,0,0,0,0,0.93,1,43.5,21.3,0,28.5,0,0.0,2.78,0,0,0,0,0,0,0,0,0,10.3304,10.8099,0.0349,10.8141,64.09,4589.0,Rated
HO-2028032,CA-Wildfire,0.22,14,1,36,3,0,999,0,410419,1.12,0,1,0,1,0,0,-2,0,0,0,0,1,0,11.18,6,29.0,68.2,1,32.0,0,0.0,39.64,0,0,0,0,0,0,0,0,0,9.3352,9.6838,0.0618,9.7025,44.49,2572.0,Standard
HO-2028033,MN-North,-0.22,26,3,40,3,0,999,0,198764,0.9,0,1,0,0,0,0,0,0,0,0,0,0,0,5.4,3,12.9,4.8,0,27.3,0,0.0,9.1,1,0,0,0,0,0,0,0,1,9.3632,9.6702,0.097,9.7057,44.54,2577.0,Standard
HO-2028034,TX-Hail,0.13,14,2,41,0,1,22,2,317831,0.823,0,0,0,0,0,0,0,1,0,1,0,1,0,7.21,4,30.6,13.5,0,27.4,1,30.71,8.75,0,0,0,0,0,0,0,0,0,9.5248,9.6068,0.051,9.6599,43.74,2516.0,Standard
HO-2028035,MN-North,-0.22,20,3,35,3,0,999,0,284787,0.918,0,0,0,0,0,0,0,1,0,0,0,0,0,4.63,3,41.1,6.3,0,29.0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.1415,9.1148,0.001,9.1641,34.99,1943.0,Standard
HO-2028036,MN-North,-0.22,25,3,25,2,0,999,0,133581,1.207,1,0,0,2,0,0,-1,0,1,0,1,0,0,5.84,3,17.1,12.0,0,37.6,0,0.0,12.41,1,0,0,0,0,0,0,0,1,9.2067,9.2251,0.1009,9.2718,36.89,2055.0,Standard
HO-2028037,WA-NW,-0.07,12,2,21,3,0,999,0,413336,1.089,0,0,0,1,0,0,-1,0,0,0,0,0,1,17.63,9,35.9,50.5,0,57.7,0,0.0,37.47,0,0,0,0,0,0,0,0,0,8.8606,9.0628,0.0579,9.1599,34.92,1939.0,Standard
HO-2028038,NY-NE,-0.03,12,3,26,0,0,999,0,349306,1.002,0,1,1,0,0,0,0,0,0,0,1,1,0,4.05,3,42.0,17.1,0,49.3,0,0.0,10.99,0,0,0,0,0,0,0,0,0,8.874,9.3051,0.0302,9.3262,37.85,2115.0,Standard
HO-2028039,NY-NE,-0.03,32,3,55,0,0,999,0,385591,0.885,0,0,0,0,0,0,-2,1,0,0,0,0,0,3.37,2,38.3,7.8,0,34.9,0,0.0,12.3,0,0,2,0,0,0,0,0,0,9.7599,9.5824,0.0432,9.6513,43.59,2505.0,Standard
HO-2028040,GA-SE,-0.18,26,0,38,1,1,31,1,496226,1.059,0,0,1,0,0,0,0,0,0,0,0,0,0,2.87,2,48.7,7.5,0,72.9,1,6.29,8.3,0,0,0,0,1,0,0,0,0,9.2971,9.4972,0.1597,9.6724,43.96,2532.0,Standard
HO-2028041,FL-Flood,0.28,25,3,43,3,0,999,0,381054,1.046,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,2,12.5,21.2,0,26.7,1,6.04,3.95,0,0,0,0,0,0,0,0,0,9.8748,9.925,0.036,10.0336,50.33,3056.0,Standard
HO-2028042,IL-Midwest,-0.14,25,1,51,3,1,5,3,333384,1.084,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0,3,48.1,17.0,0,11.8,0,0.0,6.37,0,0,0,0,0,0,0,0,0,9.9165,10.0354,0.027,10.0102,49.92,3019.0,Standard
HO-2028043,NY-NE,-0.03,22,3,34,3,0,999,0,509166,1.371,1,0,0,2,0,1,0,1,0,0,1,0,0,4.82,3,57.3,10.1,0,26.7,0,0.0,11.24,0,0,0,0,0,1,0,0,0,9.4717,9.598,0.1272,9.6825,44.14,2546.0,Standard
HO-2028044,CO-Mixed,0.07,36,3,44,3,0,999,0,334403,1.089,0,1,0,0,0,0,0,1,0,0,0,0,0,11.98,6,9.1,19.6,0,19.7,0,0.0,30.59,0,0,0,0,0,0,0,0,0,9.9746,10.2657,0.0678,10.3725,56.3,3646.0,Standard
HO-2028045,CO-Mixed,0.07,18,3,38,3,0,999,0,309356,0.923,0,1,1,0,0,0,0,0,0,0,0,0,0,17.62,9,18.0,38.8,0,30.9,0,0.0,7.86,1,1,0,0,0,0,0,0,0,9.4136,10.0415,0.0273,10.1072,51.63,3176.0,Standard
HO-2028046,FL-Flood,0.28,23,0,38,3,1,25,1,473738,0.826,0,1,0,0,0,1,0,1,0,0,0,0,0,3.97,2,23.6,18.9,0,39.1,0,0.0,16.1,0,0,2,0,0,0,0,0,0,9.7619,10.0193,0.0391,10.1013,51.52,3166.0,Standard
HO-2028047,NY-NE,-0.03,4,3,26,3,1,21,2,270796,0.942,0,0,1,0,0,0,0,0,0,0,0,0,0,1.32,1,46.0,26.6,0,33.7,0,0.0,19.38,0,0,0,0,0,0,0,0,0,9.1019,9.2775,0.0404,9.2636,36.75,2047.0,Standard
HO-2028048,GA-SE,-0.18,10,1,23,1,0,999,0,543412,0.956,0,0,1,1,0,1,-1,1,0,0,0,1,1,3.87,2,61.5,4.7,0,43.3,0,0.0,1.14,0,0,0,0,0,0,0,0,0,8.5782,8.7244,0.0096,8.7013,26.83,1527.0,Preferred
HO-2028049,TX-Hail,0.13,7,0,29,1,1,31,1,402455,1.136,0,0,0,1,0,0,0,1,0,0,0,0,0,7.37,4,29.7,18.7,0,48.4,0,0.0,9.73,0,0,0,0,0,0,0,0,0,8.9874,9.0471,0.0285,9.0637,33.22,1844.0,Standard
HO-2028050,MN-North,-0.22,29,3,37,2,0,999,0,599658,0.933,0,0,0,1,0,1,-1,0,1,0,0,0,0,4.07,3,24.1,24.8,0,24.1,0,0.0,3.43,1,0,0,0,0,0,0,0,1,9.3638,9.4261,0.0902,9.5327,41.49,2355.0,Standard
HO-2028051,AZ-Desert,-0.11,0,2,17,0,0,999,0,371613,0.881,0,1,2,2,0,1,0,1,0,0,1,0,1,13.96,7,15.3,42.4,0,13.1,0,0.0,9.28,0,0,0,0,0,0,0,0,0,8.3099,9.0015,0.0294,9.0758,33.44,1856.0,Standard
HO-2028052,GA-SE,-0.18,14,1,17,3,1,1,3,512756,1.095,0,0,1,0,0,1,0,0,0,0,0,0,1,4.52,3,63.8,3.1,0,57.7,0,0.0,4.77,0,0,0,0,0,0,0,0,0,9.1717,9.4257,0.0197,9.4212,39.53,2222.0,Standard
